2012.00000     6.17     3.00
2012.00273     7.99     2.99
2012.00546     7.30     2.93
2012.00820     7.78     2.88
2012.01093     7.05     2.92
2012.01366     7.50     2.90
2012.01639     8.54     2.98
2012.01913     5.81     2.94
2012.02186     5.41     3.14
2012.02459     5.82     2.97
2012.02732     6.02     3.09
2012.03005     7.25     3.34
2012.03279     7.25     2.89
2012.03552     5.56     2.91
2012.03825     5.95     2.84
2012.04098     7.53     3.08
2012.04372     5.62     3.29
2012.04645     4.74     3.06
2012.04918     4.98     2.98
2012.05191     4.45     3.03
2012.05464     5.31     3.10
2012.05738     6.41     3.04
2012.06011     6.18     3.12
2012.06284     2.40     3.05
2012.06557     5.29     2.96
2012.06831     4.40     2.94
2012.07104     5.61     2.89
2012.07377     3.94     3.07
2012.07650     4.12     2.98
2012.07923     7.74     3.07
2012.08197     6.04     3.19
2012.08470     5.59     2.94
2012.08743     4.71     3.00
2012.09016     4.16     3.01
2012.09290     3.90     2.96
2012.09563     7.08     3.17
2012.09836     6.75     3.60
2012.10109     7.76     4.15
2012.10383     6.73     3.51
2012.10656     6.59     2.91
2012.10929     7.87     2.87
2012.11202     6.55     2.98
2012.11475     8.66     2.99
2012.11749     6.86     3.05
2012.12022     7.09     3.27
2012.12295    10.63     3.32
2012.12568     5.46     3.96
2012.12842     7.32     3.05
2012.13115     3.96     3.04
2012.13388     4.05     3.25
2012.13661     6.35     3.31
2012.13934     7.66     3.32
2012.14208     7.67     3.77
2012.14481     6.77     3.67
2012.14754     7.42     3.48
2012.15027     6.43     3.68
2012.15301     5.64     3.39
2012.15574     5.49     3.19
2012.15847     3.47     3.03
2012.16120     3.72     3.45
2012.16393     5.04     3.16
2012.16667     2.60     3.28
2012.16940     2.92     3.40
2012.17213     3.39     3.31
2012.17486     4.70     3.48
2012.17760     5.56     3.65
2012.18033     2.80     3.48
2012.18306     2.43     3.49
2012.18579     4.72     3.66
2012.18852     5.78     3.58
2012.19126     6.24     3.48
2012.19399     5.19     3.61
2012.19672     3.92     3.94
2012.19945     3.50     3.58
2012.20219     3.39     3.54
2012.20492     1.06     3.56
2012.20765     2.34     3.76
2012.21038     4.98     3.72
2012.21311     2.68     3.40
2012.21585     0.17     3.45
2012.21858     3.31     3.49
2012.22131     0.36     3.41
2012.22404     3.65     3.52
2012.22678     4.20     3.81
2012.22951     1.81     3.41
2012.23224     0.57     3.40
2012.23497     1.37     3.60
2012.23770     0.99     3.50
2012.24044     5.13     4.48
2012.24317     4.15     3.42
2012.24590     2.16     3.36
2012.24863     3.47     3.35
2012.25137    -1.01     3.53
2012.25410     2.88     3.64
2012.25683     0.36     3.45
2012.25956     4.11     3.35
2012.26230     2.80     3.22
2012.26503     2.81     3.86
2012.26776     1.10     3.47
2012.27049     2.41     3.30
2012.27322     0.94     3.56
2012.27596     3.68     3.36
2012.27869     2.34     3.34
2012.28142     3.11     3.47
2012.28415     0.35     3.52
