2016.54098 -143.06    4.64
2016.54372 -138.26    5.40
2016.54645 -142.30    5.33
2016.54918 -142.28    4.88
2016.55191 -142.33    5.40
2016.55464 -140.33    4.84
2016.55738 -141.37    4.56
2016.56011 -148.83    4.47
2016.56557 -154.98    4.57
2016.56831 -154.85    4.95
2016.57104 -155.89    4.89
2016.57377 -148.78    4.57
2016.57650 -154.79    4.90
2016.57923 -154.68    5.01
2016.58470 -147.34    5.12
2016.58743 -144.50    4.55
2016.59016 -142.14    4.84
2016.59290 -144.32    4.32
2016.59563 -142.94    4.34
2016.59836 -142.60    5.11
2016.60109 -144.28    5.08
2016.60383 -143.68    4.72
2016.60656 -143.85    5.10
2016.60929 -141.70    5.12
2016.61202 -143.44    4.61
2016.61475 -142.82    4.67
2016.61749 -143.33    4.28
2016.62022 -144.18    4.73
2016.62295 -146.02    4.60
2016.62568 -143.36    4.48
2016.62842 -142.79    4.42
2016.63115 -141.91    4.83
2016.63388 -140.33    4.87
2016.63661 -140.82    3.57
2016.63934 -143.12    3.49
2016.64208 -140.07    3.51
2016.64481 -141.70    4.38
2016.64754 -139.09    3.91
2016.65027 -137.97    3.70
2016.65301 -140.37    4.60
2016.65574 -136.98    4.79
2016.65847 -135.86    3.78
2016.66120 -138.25    3.70
2016.66393 -139.42    3.28
2016.66667 -142.25    3.89
2016.66940 -141.21    2.93
2016.67213 -140.35    4.29
2016.67486 -138.30    3.43
2016.67760 -139.72    3.83
2016.68033 -143.61    4.10
2016.68306 -138.16    4.14
2016.68579 -139.96    3.00
2016.68852 -137.87    2.88
2016.69126 -141.56    3.45
2016.69399 -140.35    3.41
2016.69672 -138.66    3.27
2016.69945 -135.94    3.18
2016.70219 -142.16    3.89
2016.70765 -140.83    3.42
2016.71038 -141.13    3.82
2016.71311 -141.34    3.51
2016.71585 -138.74    3.07
2016.71858 -139.05    3.02
2016.72131 -140.27    3.14
2016.72404 -142.08    3.01
2016.72678 -136.29    3.96
2016.72951 -138.29    3.19
2016.73224 -138.03    2.94
2016.73497 -140.63    3.20
2016.73770 -140.50    4.42
2016.74044 -145.62    5.27
2016.74317 -140.82    4.39
2016.74590 -137.80    3.49
