2015.55616 -125.19    3.56
2015.55890 -123.38    3.71
2015.56164 -124.75    4.24
2015.56438 -127.04    3.84
2015.56712 -125.66    3.93
2015.56986 -126.71    4.47
2015.57260 -129.64    4.46
2015.57534 -122.96    3.75
2015.57808 -126.26    4.51
2015.58082 -121.88    4.52
2015.58356 -122.02    4.03
2015.58630 -121.37    4.27
2015.58904 -124.30    3.29
2015.59178 -127.35    3.75
2015.59452 -121.81    4.26
2015.59726 -123.72    4.67
2015.67671 -125.24    3.41
2015.67945 -127.90    3.32
2015.68219 -127.68    4.19
2015.68493 -123.75    4.36
2015.68767 -125.62    3.43
2015.69041 -126.54    3.58
2015.69315 -127.64    3.26
2015.69863 -128.11    4.33
2015.70137 -126.91    3.79
2015.70959 -127.80    3.49
2015.71233 -123.89    3.33
2015.71507 -125.31    3.16
2015.71781 -123.76    2.92
2015.72055 -124.08    3.13
2015.72329 -125.41    2.96
2015.72877 -127.22    3.25
