2016.50820 -248.97    4.23
2016.51093 -254.55    4.38
2016.51366 -249.00    4.17
2016.51639 -250.42    5.04
2016.52186 -251.62    3.69
2016.52459 -252.03    4.09
2016.52732 -250.92    3.96
2016.53005 -252.02    4.59
2016.53279 -250.11    3.72
2016.53552 -248.08    4.32
2016.53825 -256.69    3.74
2016.54098 -253.34    3.65
2016.54372 -249.09    4.45
2016.54645 -251.65    4.80
2016.54918 -250.26    4.22
2016.55191 -253.29    4.24
2016.55464 -249.99    4.36
2016.55738 -251.29    3.57
2016.56011 -249.86    3.69
2016.56284 -253.11    4.73
2016.56557 -249.77    3.69
2016.56831 -251.22    3.79
2016.57104 -253.98    3.94
2016.57377 -254.10    3.73
2016.57650 -252.38    5.22
2016.57923 -248.48    3.80
2016.58197 -253.43    4.04
2016.58470 -254.60    4.31
2016.58743 -254.41    3.55
2016.59016 -250.37    3.45
2016.59290 -254.23    3.24
2016.59563 -253.04    3.30
2016.59836 -254.31    3.86
2016.60109 -255.84    4.26
2016.60383 -255.70    3.91
2016.60656 -254.61    4.36
2016.60929 -253.74    4.36
2016.61202 -253.98    3.84
2016.61475 -253.72    3.40
2016.61749 -255.68    3.50
2016.62022 -256.55    4.00
2016.62295 -256.62    3.77
2016.62568 -253.42    3.53
2016.62842 -255.29    3.28
2016.63115 -253.15    3.73
2016.63388 -254.23    3.66
2016.63661 -254.66    3.80
2016.63934 -259.41    3.91
2016.64208 -256.26    3.78
2016.64481 -254.54    4.42
2016.64754 -254.08    4.08
2016.65027 -252.59    4.22
2016.65301 -251.86    4.79
2016.65574 -252.40    4.63
2016.65847 -252.46    3.82
2016.66120 -255.24    4.02
2016.66393 -254.22    3.49
2016.66667 -255.74    3.83
2016.66940 -254.81    3.29
2016.67213 -254.18    4.56
2016.67486 -254.02    3.68
2016.67760 -256.13    4.07
2016.68033 -258.80    4.40
2016.68306 -256.63    4.19
2016.68579 -254.82    3.11
2016.68852 -253.55    3.17
2016.69126 -256.58    3.75
2016.69399 -256.56    3.49
2016.69672 -256.09    3.69
2016.69945 -251.83    3.39
2016.70219 -257.34    4.19
2016.70765 -256.49    3.76
2016.71038 -257.16    4.01
2016.71311 -256.46    3.91
2016.71585 -255.65    3.32
2016.71858 -254.36    3.34
2016.72131 -256.64    3.46
2016.72404 -257.16    3.14
2016.72678 -251.86    4.12
2016.72951 -254.86    3.55
2016.73224 -254.33    3.42
2016.73497 -255.82    3.40
2016.73770 -258.77    4.39
2016.74044 -259.89    5.48
2016.74317 -257.07    4.37
2016.74590 -253.97    4.09
2016.75137 -256.34    4.24
2016.75410 -256.09    3.76
2016.75683 -253.27    3.64
2016.75956 -258.02    3.96
2016.76230 -257.35    4.59
2016.76503 -256.24    4.35
2016.76776 -252.23    3.80
2016.77049 -253.05    3.35
2016.77322 -254.67    3.14
2016.77596 -255.73    2.93
2016.77869 -252.43    3.91
2016.78142 -256.80    4.03
2016.78415 -256.84    3.75
2016.78689 -255.66    3.63
2016.78962 -257.24    5.18
2016.79235 -261.29    4.18
2016.79508 -259.30    4.57
2016.79781 -256.67    3.69
2016.80055 -254.95    4.60
2016.80328 -254.21    6.82
2016.80601 -258.47    3.57
2016.80874 -253.86    3.63
2016.81148 -256.57    3.30
2016.81421 -258.32    2.84
2016.81694 -255.39    3.58
2016.81967 -258.25    3.25
2016.82240 -258.11    3.12
2016.82514 -257.89    3.83
2016.82787 -256.90    3.18
2016.83060 -256.92    3.04
2016.83333 -254.53    3.14
2016.83607 -256.93    3.07
2016.83880 -256.74    3.22
2016.84153 -255.65    3.12
2016.84426 -256.14    4.19
2016.84699 -257.74    3.55
2016.84973 -257.38    3.47
2016.85246 -256.90    3.18
2016.85519 -255.09    2.96
2016.85792 -256.43    2.86
2016.86066 -255.46    3.41
2016.86339 -257.45    3.09
2016.86612 -256.98    2.98
2016.86885 -260.20    2.90
2016.87158 -255.63    2.96
2016.87432 -256.96    3.23
2016.87705 -258.16    3.11
2016.87978 -256.11    3.31
2016.88251 -255.89    3.42
2016.88525 -255.35    3.44
2016.88798 -255.16    3.59
2016.89071 -257.03    3.09
2016.89344 -251.73    3.25
2016.89617 -256.90    3.18
2016.89891 -256.41    3.47
2016.91530 -259.15    4.17
2016.91803 -257.41    3.35
2016.92077 -255.64    3.10
2016.92350 -257.75    3.16
2016.92623 -254.85    3.08
2016.92896 -255.39    3.39
2016.93169 -254.28    3.23
2016.93443 -256.52    3.34
2016.93716 -253.40    3.23
2016.93989 -254.71    3.44
2016.94262 -255.81    3.37
2016.94536 -259.45    3.26
2016.94809 -258.49    3.10
2016.95082 -257.74    2.98
2016.95355 -255.83    2.81
2016.95628 -256.52    2.92
2016.95902 -256.31    3.07
2016.96175 -260.16    2.83
2016.96448 -256.38    2.98
2016.96721 -259.29    3.06
2016.96995 -252.70    3.38
2016.97268 -258.17    3.68
2016.97541 -256.65    3.57
2016.97814 -253.58    4.07
2016.98087 -258.26    2.85
2016.98361 -260.00    3.36
2016.98634 -254.81    3.04
2016.98907 -255.36    3.24
2016.99180 -253.40    3.12
2016.99454 -260.77    3.25
2016.99727 -255.38    2.85
2017.00000 -252.88    3.07
