2016.51093 -131.23    8.19
2016.51639 -127.44    6.45
2016.51913 -137.43    8.33
2016.52186 -126.29    5.21
2016.52459 -126.34    5.87
2016.52732 -129.36    5.12
2016.53005 -130.04    5.17
2016.53279 -127.60    4.98
2016.53552 -127.88    5.91
2016.53825 -132.05    4.79
2016.54098 -127.11    4.80
2016.54372 -123.99    5.67
2016.54645 -130.88    5.53
2016.54918 -126.51    5.10
2016.55191 -130.95    5.59
2016.55464 -128.10    4.95
2016.55738 -125.96    4.62
2016.56011 -127.47    4.57
2016.56284 -136.03    5.51
2016.56557 -130.70    4.92
2016.56831 -128.80    4.84
2016.57104 -129.39    5.05
2016.57377 -128.54    4.87
2016.57650 -129.48    4.89
2016.57923 -128.50    4.90
2016.58197 -128.62    5.38
2016.58470 -129.87    5.32
2016.58743 -131.79    4.85
2016.59016 -126.87    4.99
2016.59290 -130.41    4.51
2016.59563 -128.45    4.48
2016.59836 -126.88    5.01
2016.60109 -133.39    4.82
2016.60383 -128.10    4.85
2016.60656 -131.87    5.45
2016.60929 -126.96    5.57
2016.61202 -134.41    4.95
2016.61475 -133.64    4.81
2016.61749 -141.54    5.03
2016.62022 -140.99    4.91
2016.62295 -138.96    4.89
2016.62568 -130.35    4.56
2016.62842 -130.18    4.66
2016.63115 -129.65    4.78
2016.63388 -132.27    5.30
2016.63661 -131.43    4.75
2016.63934 -136.12    5.06
2016.64208 -129.92    4.86
2016.64481 -132.32    5.40
2016.64754 -129.49    4.95
2016.65027 -127.29    5.09
2016.65301 -131.87    5.36
2016.65574 -127.01    6.42
2016.65847 -124.92    5.21
2016.66120 -128.06    5.07
2016.66393 -129.48    4.73
2016.66667 -133.08    5.26
2016.66940 -132.02    4.74
2016.67213 -129.49    5.42
2016.67486 -129.68    4.95
2016.67760 -135.55    5.30
2016.68033 -139.20    6.20
2016.68306 -130.76    6.52
2016.68579 -128.42    4.65
2016.68852 -133.33    5.02
2016.69126 -131.10    5.18
2016.69399 -137.25    5.12
2016.69672 -128.69    5.52
2016.69945 -126.88    4.91
2016.70219 -135.86    5.54
2016.70492 -138.03    6.55
2016.70765 -132.58    5.95
2016.71038 -133.99    5.54
2016.71311 -129.51    5.42
2016.71585 -132.27    4.90
2016.71858 -130.11    4.89
2016.72131 -132.08    4.97
2016.72404 -131.76    4.83
2016.72678 -127.24    5.73
2016.72951 -128.32    4.81
2016.73224 -126.48    4.38
2016.73497 -130.74    5.12
2016.73770 -130.96    6.18
2016.74044 -128.88    6.80
2016.74317 -135.09    5.90
2016.74590 -131.95    5.23
2016.74863 -132.12    5.22
2016.75137 -136.30    5.51
2016.75410 -134.32    5.02
2016.75683 -132.28    4.77
2016.75956 -131.45    5.04
2016.76230 -133.67    6.33
2016.76503 -136.79    5.70
2016.76776 -129.16    5.54
2016.77049 -131.36    5.00
2016.77322 -132.26    5.05
2016.77596 -133.61    4.80
2016.77869 -131.74    5.54
2016.78142 -131.07    5.83
2016.78415 -132.78    5.10
2016.78689 -132.86    5.14
2016.78962 -139.22    7.59
2016.79235 -136.78    5.48
2016.79508 -135.96    5.96
2016.79781 -137.55    5.25
2016.80055 -136.88    5.95
2016.80601 -136.21    4.95
2016.80874 -132.01    4.78
2016.81148 -133.23    4.88
2016.81421 -136.54    4.32
2016.81694 -132.95    4.93
2016.81967 -135.90    4.61
2016.82240 -134.47    4.56
2016.82514 -134.55    5.25
2016.82787 -133.42    4.81
2016.83060 -133.40    4.40
2016.83333 -133.00    4.43
2016.83607 -132.38    4.62
2016.83880 -131.75    4.44
2016.84153 -133.54    4.66
2016.84426 -134.77    5.43
2016.84699 -135.84    4.68
2016.84973 -141.59    4.85
2016.85246 -132.08    4.46
2016.85519 -132.31    4.47
2016.85792 -134.24    4.29
2016.86066 -131.20    4.92
2016.86339 -135.12    4.42
2016.86612 -132.65    4.27
2016.86885 -134.42    4.38
2016.87158 -131.88    4.52
2016.87432 -132.44    4.43
2016.87705 -136.06    4.26
2016.88251 -137.70    4.87
2016.88525 -135.05    4.81
2016.88798 -132.97    4.74
